pr_id,total_commits,ai_commits,human_commits,ai_commits_percentage,total_comments,ai_comments,human_comments,ai_comments_percentage,total_reviews,ai_reviews,human_reviews,ai_reviews_percentage,time_to_merge_hours,has_related_issue,has_ai_involvement,is_merged
3174292878,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3174376812,5,5,0,100.0,6,4,2,66.66666666666666,0,0,0,0.0,,True,True,False
3174422091,6,6,0,100.0,8,5,3,62.5,0,0,0,0.0,,True,True,False
3174426696,1,1,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3174426695,4,4,0,100.0,3,2,1,66.66666666666666,0,0,0,0.0,,True,True,False
3174443041,2,2,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3174466173,10,10,0,100.0,16,9,7,56.25,0,0,0,0.0,,True,True,False
3174468203,3,3,0,100.0,1,1,0,100.0,0,0,0,0.0,,True,True,False
3174485957,6,6,0,100.0,5,3,2,60.0,0,0,0,0.0,,True,True,False
3174512200,14,11,3,78.57142857142857,4,2,2,50.0,18,8,10,44.44444444444444,,True,True,False
3174567386,4,4,0,100.0,3,1,2,33.33333333333333,0,0,0,0.0,,True,True,False
3174573841,2,2,0,100.0,0,0,0,0.0,0,0,0,0.0,,True,True,False
3174598000,4,2,2,50.0,3,3,0,100.0,1,0,1,0.0,,True,True,False
3174604777,3,3,0,100.0,0,0,0,0.0,2,1,1,50.0,,True,True,False
3174649732,2,2,0,100.0,0,0,0,0.0,1,0,1,0.0,,True,True,False
3174774896,3,3,0,100.0,2,1,1,50.0,0,0,0,0.0,,True,True,False
3174848975,1,1,0,100.0,2,2,0,100.0,0,0,0,0.0,,False,True,False
3174935003,6,6,0,100.0,0,0,0,0.0,9,3,6,33.33333333333333,,True,True,False
3175054599,12,11,1,91.66666666666666,15,8,7,53.333333333333336,1,0,1,0.0,,True,True,False
3175169812,3,3,0,100.0,3,2,1,66.66666666666666,2,1,1,50.0,,True,True,False
3175188468,11,5,6,45.45454545454545,16,8,8,50.0,2,2,0,100.0,,True,True,False
3175189078,2,2,0,100.0,1,0,1,0.0,0,0,0,0.0,,True,True,False
